id,proyecto,provincia,tecnologia,ronda,potencia_mw,latitud,longitud,avance,estado,periodo_max,geojson
SPT-PAH-14,P.A.H. CESPEDES,RÍO NEGRO,PAH,SPOT,5.52,-39.488002,-65.609639,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.609639,-39.488002]}"
SPT-PAH-15,P.A.H. CIPOLLETTI,RÍO NEGRO,PAH,SPOT,5.72,-38.913203,-67.941997,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-67.941997,-38.913203]}"
SPT-PAH-16,P.A.H. JULIAN ROMERO,RÍO NEGRO,PAH,SPOT,6.2,-38.836511,-68.037715,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.037715,-38.836511]}"
SPT-PAH-17,P.A.H. EL TUNAL,SALTA,PAH,SPOT,11.3,-25.232627,-64.477594,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.477594,-25.232627]}"
SPT-PAH-18,P.A.H. CUESTA DEL VIENTO,SAN JUAN,PAH,SPOT,11,-30.196055,-69.062544,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-69.062544,-30.196055]}"
SPT-PAH-19,P.A.H. SALTO DE LA LOMA,SAN JUAN,PAH,SPOT,0.55,-30.182586,-68.988085,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.988085,-30.182586]}"
SPT-PAH-20,P.A.H. SAN GUILLERMO,SAN JUAN,PAH,SPOT,0.1,-29.256122,-69.352296,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-69.352296,-29.256122]}"
SPT-PAH-21,P.A.H. LOS DIVISADEROS,LA PAMPA,PAH,SPOT,10,-37.871534,-67.694645,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-67.694645,-37.871534]}"
SPT-PAH-22,P.A.H. LOS QUIROGA,SANTIAGO DEL ESTERO,PAH,SPOT,2,-27.651142,-64.361927,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.361927,-27.651142]}"
SPT-PAH-23,P.A.H. RÍO HONDO,SANTIAGO DEL ESTERO,PAH,SPOT,17,-27.522662,-64.886313,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.886313,-27.522662]}"
SPT-PAH-24,P.A.H. CADILLAL,TUCUMAN,PAH,SPOT,14,-26.616701,-65.19305,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.19305,-26.616701]}"
SPT-PAH-25,P.A.H. ESCABA,TUCUMAN,PAH,SPOT,24,-27.65936,-65.762917,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.762917,-27.65936]}"
SPT-PAH-26,P.A.H. PUEBLO VIEJO,TUCUMAN,PAH,SPOT,16,-27.145143,-65.751749,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.751749,-27.145143]}"
SPT-PAH-27,P.A.H. F. AMEGHINO,CHUBUT,PAH,SPOT,58,-43.699955,-66.483045,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-66.483045,-43.699955]}"
SPT-PAH-28,P.A.H. BENJAMIN REOLIN,CÓRDOBA,PAH,SPOT,38,-32.228898,-64.441106,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.441106,-32.228898]}"
SPT-PAH-29,P.A.H. QUEBRADA ULLUM ,SAN JUAN,PAH,SPOT,45,-31.474165,-68.649661,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.649661,-31.474165]}"
SPT-PAH-30,P.A.H. ULLUM ,SAN JUAN,PAH,SPOT,43.6,-31.455696,-68.755712,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.755712,-31.455696]}"
SPT-PAH-31,P.A.H. LOMA ATRAVESADA,RÍO NEGRO,PAH,SPOT,2,-39.471939,-68.82682,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.82682,-39.471939]}"
SPT-PAH-32,P.A.H. CACHEUTA VI,MENDOZA,PAH,SPOT,9,-33.007337,-69.1250206,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-69.1250206,-33.007337]}"
SPT-PAH-34,P.A.H. SEMINO,SANTA FE,PAH,SPOT,1.7,-32.854194,-61.17259,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-61.17259,-32.854194]}"
